id,asset_path,decision
S009,assets/stage1_5/S15-014/S15-014_fig1.jpg,delete
S010,assets/stage1_5/S15-014/S15-014_fig2.jpg,delete
S011,assets/stage1_5/S15-015/S15-015_fig1.jpg,delete
S012,assets/stage1_5/S15-016/S15-016_fig5.jpg,delete
S013,assets/stage1_5/S15-016/S15-016_fig6.jpg,delete
S014,assets/stage1_5/S15-017/S15-017_fig1.jpg,delete
S015,assets/stage1_5/S15-018/S15-018_fig1.jpg,delete
S016,assets/stage1_5/S15-018/S15-018_fig4.jpg,delete
S017,assets/stage1_5/S15-020/S15-020_fig6.jpg,delete
S018,assets/stage1_5/S15-022/S15-022_fig1.jpg,delete
S019,assets/stage1_5/S15-022/S15-022_fig6.jpg,delete
S020,assets/stage1_5/S15-023/S15-023_fig1.jpg,delete
